 ;Species;Site;Water_potential;Replicate;Seed;Start_date;Germination_date;Comment;Cotelydon_date;Leaf_date;;dead_date;Wet_mass_g_root;Wet_mass_g_;Notes
VA_GUD_9_5_20;VA;GUD;9;5;20;18.02.2020;;;;;;;;;
VA_GUD_9_6_1;VA;GUD;9;6;1;18.02.2020;;;;;;;;;
VA_GUD_9_6_2;VA;GUD;9;6;2;18.02.2020;;;;;;;;;
VA_GUD_9_6_3;VA;GUD;9;6;3;18.02.2020;;;;;;;;;
VA_GUD_9_6_4;VA;GUD;9;6;4;18.02.2020;;;;;;;;;
VA_GUD_9_6_5;VA;GUD;9;6;5;18.02.2020;;;;;;;;;
VA_GUD_9_6_6;VA;GUD;9;6;6;18.02.2020;;;;;;;;;
VA_GUD_9_6_7;VA;GUD;9;6;7;18.02.2020;;;;;;;;;
VA_GUD_9_6_8;VA;GUD;9;6;8;18.02.2020;;;;;;;;;
VA_GUD_9_6_9;VA;GUD;9;6;9;18.02.2020;;;;;;;;;
VA_GUD_9_6_10;VA;GUD;9;6;10;18.02.2020;;;;;;;;;
VA_GUD_9_6_11;VA;GUD;9;6;11;18.02.2020;;;;;;;;;
VA_GUD_9_6_12;VA;GUD;9;6;12;18.02.2020;;;;;;;;;
VA_GUD_9_6_13;VA;GUD;9;6;13;18.02.2020;;;;;;;;;
VA_GUD_9_6_14;VA;GUD;9;6;14;18.02.2020;;;;;;;;;
VA_GUD_9_6_15;VA;GUD;9;6;15;18.02.2020;;;;;;;;;
VA_GUD_9_6_16;VA;GUD;9;6;16;18.02.2020;;;;;;;;;
VA_GUD_9_6_17;VA;GUD;9;6;17;18.02.2020;;;;;;;;;
VA_GUD_9_6_18;VA;GUD;9;6;18;18.02.2020;;;;;;;;;
VA_GUD_9_6_19;VA;GUD;9;6;19;18.02.2020;;;;;;;;;
VA_GUD_9_6_20;VA;GUD;9;6;20;18.02.2020;;;;;;;;;
VA_GUD_9_7_1;VA;GUD;9;7;1;18.02.2020;;;;;;;;;
VA_GUD_9_7_2;VA;GUD;9;7;2;18.02.2020;;;;;;;;;
VA_GUD_9_7_3;VA;GUD;9;7;3;18.02.2020;;;;;;;;;
VA_GUD_9_7_4;VA;GUD;9;7;4;18.02.2020;;;;;;;;;
VA_GUD_9_7_5;VA;GUD;9;7;5;18.02.2020;;;;;;;;;
VA_GUD_9_7_6;VA;GUD;9;7;6;18.02.2020;;;;;;;;;
VA_GUD_9_7_7;VA;GUD;9;7;7;18.02.2020;;;;;;;;;
VA_GUD_9_7_8;VA;GUD;9;7;8;18.02.2020;;;;;;;;;
VA_GUD_9_7_9;VA;GUD;9;7;9;18.02.2020;;;;;;;;;
VA_GUD_9_7_10;VA;GUD;9;7;10;18.02.2020;;;;;;;;;
VA_GUD_9_7_11;VA;GUD;9;7;11;18.02.2020;;;;;;;;;
VA_GUD_9_7_12;VA;GUD;9;7;12;18.02.2020;;;;;;;;;
VA_GUD_9_7_13;VA;GUD;9;7;13;18.02.2020;;;;;;;;;
VA_GUD_9_7_14;VA;GUD;9;7;14;18.02.2020;;;;;;;;;
VA_GUD_9_7_15;VA;GUD;9;7;15;18.02.2020;;;;;;;;;
VA_GUD_9_7_16;VA;GUD;9;7;16;18.02.2020;;;;;;;;;
VA_GUD_9_7_17;VA;GUD;9;7;17;18.02.2020;;;;;;;;;
VA_GUD_9_7_18;VA;GUD;9;7;18;18.02.2020;;;;;;;;;
VA_GUD_9_7_19;VA;GUD;9;7;19;18.02.2020;;;;;;;;;
VA_GUD_9_7_20;VA;GUD;9;7;20;18.02.2020;;Seems dead;;;;;;;
VA_GUD_9_8_1;VA;GUD;9;8;1;18.02.2020;;;;;;;;;
VA_GUD_9_8_2;VA;GUD;9;8;2;18.02.2020;;;;;;;;;
VA_GUD_9_8_3;VA;GUD;9;8;3;18.02.2020;;;;;;;;;
VA_GUD_9_8_4;VA;GUD;9;8;4;18.02.2020;;;;;;;;;
VA_GUD_9_8_5;VA;GUD;9;8;5;18.02.2020;;Dead?;;;;;;;
VA_GUD_9_8_6;VA;GUD;9;8;6;18.02.2020;;;;;;;;;
VA_GUD_9_8_7;VA;GUD;9;8;7;18.02.2020;;;;;;;;;
VA_GUD_9_8_8;VA;GUD;9;8;8;18.02.2020;;;;;;;;;
VA_GUD_9_8_9;VA;GUD;9;8;9;18.02.2020;;;;;;;;;
VA_GUD_9_8_10;VA;GUD;9;8;10;18.02.2020;;;;;;;;;
VA_GUD_9_8_11;VA;GUD;9;8;11;18.02.2020;;;;;;;;;
VA_GUD_9_8_12;VA;GUD;9;8;12;18.02.2020;;;;;;;;;
VA_GUD_9_8_13;VA;GUD;9;8;13;18.02.2020;;;;;;;;;
VA_GUD_9_8_14;VA;GUD;9;8;14;18.02.2020;;;;;;;;;
VA_GUD_9_8_15;VA;GUD;9;8;15;18.02.2020;;;;;;;;;
VA_GUD_9_8_16;VA;GUD;9;8;16;18.02.2020;;;;;;;;;
VA_GUD_9_8_17;VA;GUD;9;8;17;18.02.2020;;;;;;;;;
VA_GUD_9_8_18;VA;GUD;9;8;18;18.02.2020;;;;;;;;;
VA_GUD_9_8_19;VA;GUD;9;8;19;18.02.2020;;;;;;;;;
VA_GUD_9_8_20;VA;GUD;9;8;20;18.02.2020;;;;;;;;;
VA_GUD_9_9_1;VA;GUD;9;9;1;18.02.2020;;;;;;;;;
VA_GUD_9_9_2;VA;GUD;9;9;2;18.02.2020;;;;;;;;;
VA_GUD_9_9_3;VA;GUD;9;9;3;18.02.2020;;;;;;;;;
VA_GUD_9_9_4;VA;GUD;9;9;4;18.02.2020;;;;;;;;;
VA_GUD_9_9_5;VA;GUD;9;9;5;18.02.2020;;;;;;;;;
VA_GUD_9_9_6;VA;GUD;9;9;6;18.02.2020;;;;;;;;;
VA_GUD_9_9_7;VA;GUD;9;9;7;18.02.2020;;;;;;;;;
VA_GUD_9_9_8;VA;GUD;9;9;8;18.02.2020;;;;;;;;;
VA_GUD_9_9_9;VA;GUD;9;9;9;18.02.2020;;;;;;;;;
VA_GUD_9_9_10;VA;GUD;9;9;10;18.02.2020;;;;;;;;;
VA_GUD_9_9_11;VA;GUD;9;9;11;18.02.2020;;;;;;;;;
VA_GUD_9_9_12;VA;GUD;9;9;12;18.02.2020;;;;;;;;;
VA_GUD_9_9_13;VA;GUD;9;9;13;18.02.2020;;;;;;;;;
VA_GUD_9_9_14;VA;GUD;9;9;14;18.02.2020;;;;;;;;;
VA_GUD_9_9_15;VA;GUD;9;9;15;18.02.2020;;;;;;;;;
VA_GUD_9_9_16;VA;GUD;9;9;16;18.02.2020;;;;;;;;;
VA_GUD_9_9_17;VA;GUD;9;9;17;18.02.2020;;;;;;;;;
VA_GUD_9_9_18;VA;GUD;9;9;18;18.02.2020;;;;;;;;;
VA_GUD_9_9_19;VA;GUD;9;9;19;18.02.2020;;;;;;;;;
VA_GUD_9_9_20;VA;GUD;9;9;20;18.02.2020;;;;;;;;;
VA_GUD_10_1_1;VA;GUD;10;1;1;18.02.2020;;;;;;;;;
VA_GUD_10_1_2;VA;GUD;10;1;2;18.02.2020;;;;;;;;;
VA_GUD_10_1_3;VA;GUD;10;1;3;18.02.2020;;;;;;;;;
VA_GUD_10_1_4;VA;GUD;10;1;4;18.02.2020;;;;;;;;;
VA_GUD_10_1_5;VA;GUD;10;1;5;18.02.2020;;;;;;;;;
VA_GUD_10_1_6;VA;GUD;10;1;6;18.02.2020;;;;;;;;;
VA_GUD_10_1_7;VA;GUD;10;1;7;18.02.2020;;;;;;;;;
VA_GUD_10_1_8;VA;GUD;10;1;8;18.02.2020;;;;;;;;;
VA_GUD_10_1_9;VA;GUD;10;1;9;18.02.2020;;;;;;;;;
VA_GUD_10_1_10;VA;GUD;10;1;10;18.02.2020;;;;;;;;;
VA_GUD_10_1_11;VA;GUD;10;1;11;18.02.2020;;;;;;;;;
VA_GUD_10_1_12;VA;GUD;10;1;12;18.02.2020;;;;;;;;;
VA_GUD_10_1_13;VA;GUD;10;1;13;18.02.2020;;;;;;;;;
VA_GUD_10_1_14;VA;GUD;10;1;14;18.02.2020;;;;;;;;;
VA_GUD_10_1_15;VA;GUD;10;1;15;18.02.2020;;;;;;;;;
VA_GUD_10_1_16;VA;GUD;10;1;16;18.02.2020;;;;;;;;;
VA_GUD_10_1_17;VA;GUD;10;1;17;18.02.2020;;;;;;;;;
VA_GUD_10_1_18;VA;GUD;10;1;18;18.02.2020;;;;;;;;;
VA_GUD_10_1_19;VA;GUD;10;1;19;18.02.2020;;;;;;;;;
VA_GUD_10_1_20;VA;GUD;10;1;20;18.02.2020;;;;;;;;;
VA_GUD_10_2_1;VA;GUD;10;2;1;18.02.2020;;;;;;;;;
VA_GUD_10_2_2;VA;GUD;10;2;2;18.02.2020;;;;;;;;;
VA_GUD_10_2_3;VA;GUD;10;2;3;18.02.2020;;;;;;;;;
VA_GUD_10_2_4;VA;GUD;10;2;4;18.02.2020;;;;;;;;;
VA_GUD_10_2_5;VA;GUD;10;2;5;18.02.2020;;;;;;;;;
VA_GUD_10_2_6;VA;GUD;10;2;6;18.02.2020;;;;;;;;;
VA_GUD_10_2_7;VA;GUD;10;2;7;18.02.2020;;;;;;;;;
VA_GUD_10_2_8;VA;GUD;10;2;8;18.02.2020;;;;;;;;;
VA_GUD_10_2_9;VA;GUD;10;2;9;18.02.2020;;;;;;;;;
VA_GUD_10_2_10;VA;GUD;10;2;10;18.02.2020;;;;;;;;;
VA_GUD_10_2_11;VA;GUD;10;2;11;18.02.2020;;;;;;;;;
VA_GUD_10_2_12;VA;GUD;10;2;12;18.02.2020;;;;;;;;;
VA_GUD_10_2_13;VA;GUD;10;2;13;18.02.2020;;;;;;;;;
VA_GUD_10_2_14;VA;GUD;10;2;14;18.02.2020;;;;;;;;;
VA_GUD_10_2_15;VA;GUD;10;2;15;18.02.2020;;;;;;;;;
VA_GUD_10_2_16;VA;GUD;10;2;16;18.02.2020;;;;;;;;;
VA_GUD_10_2_17;VA;GUD;10;2;17;18.02.2020;;;;;;;;;
VA_GUD_10_2_18;VA;GUD;10;2;18;18.02.2020;;;;;;;;;
VA_GUD_10_2_19;VA;GUD;10;2;19;18.02.2020;;;;;;;;;
VA_GUD_10_2_20;VA;GUD;10;2;20;18.02.2020;;;;;;;;;
VA_GUD_10_3_1;VA;GUD;10;3;1;18.02.2020;;;;;;;;;
VA_GUD_10_3_2;VA;GUD;10;3;2;18.02.2020;;;;;;;;;
VA_GUD_10_3_3;VA;GUD;10;3;3;18.02.2020;;;;;;;;;
VA_GUD_10_3_4;VA;GUD;10;3;4;18.02.2020;;;;;;;;;
VA_GUD_10_3_5;VA;GUD;10;3;5;18.02.2020;;;;;;;;;
VA_GUD_10_3_6;VA;GUD;10;3;6;18.02.2020;;;;;;;;;
VA_GUD_10_3_7;VA;GUD;10;3;7;18.02.2020;;;;;;;;;
VA_GUD_10_3_8;VA;GUD;10;3;8;18.02.2020;;;;;;;;;
VA_GUD_10_3_9;VA;GUD;10;3;9;18.02.2020;;;;;;;;;
VA_GUD_10_3_10;VA;GUD;10;3;10;18.02.2020;;;;;;;;;
VA_GUD_10_3_11;VA;GUD;10;3;11;18.02.2020;;;;;;;;;
VA_GUD_10_3_12;VA;GUD;10;3;12;18.02.2020;;;;;;;;;
VA_GUD_10_3_13;VA;GUD;10;3;13;18.02.2020;;;;;;;;;
VA_GUD_10_3_14;VA;GUD;10;3;14;18.02.2020;;;;;;;;;
VA_GUD_10_3_15;VA;GUD;10;3;15;18.02.2020;;;;;;;;;
VA_GUD_10_3_16;VA;GUD;10;3;16;18.02.2020;;;;;;;;;
VA_GUD_10_3_17;VA;GUD;10;3;17;18.02.2020;;;;;;;;;
VA_GUD_10_3_18;VA;GUD;10;3;18;18.02.2020;;;;;;;;;
VA_GUD_10_3_19;VA;GUD;10;3;19;18.02.2020;;;;;;;;;
VA_GUD_10_3_20;VA;GUD;10;3;20;18.02.2020;;;;;;;;;
VA_GUD_10_4_1;VA;GUD;10;4;1;18.02.2020;;;;;;;;;
VA_GUD_10_4_2;VA;GUD;10;4;2;18.02.2020;;;;;;;;;
VA_GUD_10_4_3;VA;GUD;10;4;3;18.02.2020;;;;;;;;;
VA_GUD_10_4_4;VA;GUD;10;4;4;18.02.2020;;;;;;;;;
VA_GUD_10_4_5;VA;GUD;10;4;5;18.02.2020;;;;;;;;;
VA_GUD_10_4_6;VA;GUD;10;4;6;18.02.2020;;;;;;;;;
VA_GUD_10_4_7;VA;GUD;10;4;7;18.02.2020;;;;;;;;;
VA_GUD_10_4_8;VA;GUD;10;4;8;18.02.2020;;;;;;;;;
VA_GUD_10_4_9;VA;GUD;10;4;9;18.02.2020;;;;;;;;;
VA_GUD_10_4_10;VA;GUD;10;4;10;18.02.2020;;;;;;;;;
VA_GUD_10_4_11;VA;GUD;10;4;11;18.02.2020;;;;;;;;;
VA_GUD_10_4_12;VA;GUD;10;4;12;18.02.2020;;;;;;;;;
VA_GUD_10_4_13;VA;GUD;10;4;13;18.02.2020;;;;;;;;;
VA_GUD_10_4_14;VA;GUD;10;4;14;18.02.2020;;;;;;;;;
VA_GUD_10_4_15;VA;GUD;10;4;15;18.02.2020;;;;;;;;;
VA_GUD_10_4_16;VA;GUD;10;4;16;18.02.2020;;;;;;;;;
VA_GUD_10_4_17;VA;GUD;10;4;17;18.02.2020;;;;;;;;;
VA_GUD_10_4_18;VA;GUD;10;4;18;18.02.2020;;;;;;;;;
VA_GUD_10_4_19;VA;GUD;10;4;19;18.02.2020;;;;;;;;;
VA_GUD_10_4_20;VA;GUD;10;4;20;18.02.2020;;;;;;;;;
VA_GUD_10_5_1;VA;GUD;10;5;1;18.02.2020;;;;;;;;;
VA_GUD_10_5_2;VA;GUD;10;5;2;18.02.2020;;;;;;;;;
VA_GUD_10_5_3;VA;GUD;10;5;3;18.02.2020;;;;;;;;;
VA_GUD_10_5_4;VA;GUD;10;5;4;18.02.2020;;;;;;;;;
VA_GUD_10_5_5;VA;GUD;10;5;5;18.02.2020;;;;;;;;;
VA_GUD_10_5_6;VA;GUD;10;5;6;18.02.2020;;;;;;;;;
VA_GUD_10_5_7;VA;GUD;10;5;7;18.02.2020;;;;;;;;;
VA_GUD_10_5_8;VA;GUD;10;5;8;18.02.2020;;;;;;;;;
VA_GUD_10_5_9;VA;GUD;10;5;9;18.02.2020;;;;;;;;;
VA_GUD_10_5_10;VA;GUD;10;5;10;18.02.2020;;;;;;;;;
VA_GUD_10_5_11;VA;GUD;10;5;11;18.02.2020;;;;;;;;;
VA_GUD_10_5_12;VA;GUD;10;5;12;18.02.2020;;;;;;;;;
VA_GUD_10_5_13;VA;GUD;10;5;13;18.02.2020;;;;;;;;;
VA_GUD_10_5_14;VA;GUD;10;5;14;18.02.2020;;;;;;;;;
VA_GUD_10_5_15;VA;GUD;10;5;15;18.02.2020;;;;;;;;;
VA_GUD_10_5_16;VA;GUD;10;5;16;18.02.2020;;;;;;;;;
VA_GUD_10_5_17;VA;GUD;10;5;17;18.02.2020;;;;;;;;;
VA_GUD_10_5_18;VA;GUD;10;5;18;18.02.2020;;;;;;;;;
VA_GUD_10_5_19;VA;GUD;10;5;19;18.02.2020;;;;;;;;;
VA_GUD_10_5_20;VA;GUD;10;5;20;18.02.2020;;;;;;;;;
VA_GUD_10_6_1;VA;GUD;10;6;1;18.02.2020;;agar dried out & re-moisturized 20.03.2020;;;;;;;
VA_GUD_10_6_2;VA;GUD;10;6;2;18.02.2020;;;;;;;;;
VA_GUD_10_6_3;VA;GUD;10;6;3;18.02.2020;;;;;;;;;
VA_GUD_10_6_4;VA;GUD;10;6;4;18.02.2020;;;;;;;;;
VA_GUD_10_6_5;VA;GUD;10;6;5;18.02.2020;;;;;;;;;
VA_GUD_10_6_6;VA;GUD;10;6;6;18.02.2020;;;;;;;;;
VA_GUD_10_6_7;VA;GUD;10;6;7;18.02.2020;;;;;;;;;
VA_GUD_10_6_8;VA;GUD;10;6;8;18.02.2020;;;;;;;;;
VA_GUD_10_6_9;VA;GUD;10;6;9;18.02.2020;;;;;;;;;
VA_GUD_10_6_10;VA;GUD;10;6;10;18.02.2020;;;;;;;;;
VA_GUD_10_6_11;VA;GUD;10;6;11;18.02.2020;;;;;;;;;
VA_GUD_10_6_12;VA;GUD;10;6;12;18.02.2020;;;;;;;;;
VA_GUD_10_6_13;VA;GUD;10;6;13;18.02.2020;;;;;;;;;
VA_GUD_10_6_14;VA;GUD;10;6;14;18.02.2020;;;;;;;;;
VA_GUD_10_6_15;VA;GUD;10;6;15;18.02.2020;;;;;;;;;
VA_GUD_10_6_16;VA;GUD;10;6;16;18.02.2020;;;;;;;;;
VA_GUD_10_6_17;VA;GUD;10;6;17;18.02.2020;;;;;;;;;
VA_GUD_10_6_18;VA;GUD;10;6;18;18.02.2020;;;;;;;;;
VA_GUD_10_6_19;VA;GUD;10;6;19;18.02.2020;;;;;;;;;
VA_GUD_10_6_20;VA;GUD;10;6;20;18.02.2020;;;;;;;;;
VA_GUD_10_7_1;VA;GUD;10;7;1;18.02.2020;;;;;;;;;
VA_GUD_10_7_2;VA;GUD;10;7;2;18.02.2020;;;;;;;;;
VA_GUD_10_7_3;VA;GUD;10;7;3;18.02.2020;;;;;;;;;
VA_GUD_10_7_4;VA;GUD;10;7;4;18.02.2020;;;;;;;;;
VA_GUD_10_7_5;VA;GUD;10;7;5;18.02.2020;;;;;;;;;
VA_GUD_10_7_6;VA;GUD;10;7;6;18.02.2020;;;;;;;;;
VA_GUD_10_7_7;VA;GUD;10;7;7;18.02.2020;;;;;;;;;
VA_GUD_10_7_8;VA;GUD;10;7;8;18.02.2020;;;;;;;;;
VA_GUD_10_7_9;VA;GUD;10;7;9;18.02.2020;;;;;;;;;
VA_GUD_10_7_10;VA;GUD;10;7;10;18.02.2020;;;;;;;;;
VA_GUD_10_7_11;VA;GUD;10;7;11;18.02.2020;;;;;;;;;
VA_GUD_10_7_12;VA;GUD;10;7;12;18.02.2020;;;;;;;;;
VA_GUD_10_7_13;VA;GUD;10;7;13;18.02.2020;;;;;;;;;
VA_GUD_10_7_14;VA;GUD;10;7;14;18.02.2020;;;;;;;;;
VA_GUD_10_7_15;VA;GUD;10;7;15;18.02.2020;;;;;;;;;
VA_GUD_10_7_16;VA;GUD;10;7;16;18.02.2020;;;;;;;;;
VA_GUD_10_7_17;VA;GUD;10;7;17;18.02.2020;;;;;;;;;
VA_GUD_10_7_18;VA;GUD;10;7;18;18.02.2020;;;;;;;;;
VA_GUD_10_7_19;VA;GUD;10;7;19;18.02.2020;;;;;;;;;
VA_GUD_10_7_20;VA;GUD;10;7;20;18.02.2020;;;;;;;;;
VA_GUD_10_8_1;VA;GUD;10;8;1;18.02.2020;;;;;;;;;
VA_GUD_10_8_2;VA;GUD;10;8;2;18.02.2020;;;;;;;;;
VA_GUD_10_8_3;VA;GUD;10;8;3;18.02.2020;;;;;;;;;
VA_GUD_10_8_4;VA;GUD;10;8;4;18.02.2020;;;;;;;;;
VA_GUD_10_8_5;VA;GUD;10;8;5;18.02.2020;;;;;;;;;
VA_GUD_10_8_6;VA;GUD;10;8;6;18.02.2020;;;;;;;;;
VA_GUD_10_8_7;VA;GUD;10;8;7;18.02.2020;;;;;;;;;
VA_GUD_10_8_8;VA;GUD;10;8;8;18.02.2020;;;;;;;;;
VA_GUD_10_8_9;VA;GUD;10;8;9;18.02.2020;;;;;;;;;
VA_GUD_10_8_10;VA;GUD;10;8;10;18.02.2020;;;;;;;;;
VA_GUD_10_8_11;VA;GUD;10;8;11;18.02.2020;;;;;;;;;
VA_GUD_10_8_12;VA;GUD;10;8;12;18.02.2020;;;;;;;;;
VA_GUD_10_8_13;VA;GUD;10;8;13;18.02.2020;;;;;;;;;
VA_GUD_10_8_14;VA;GUD;10;8;14;18.02.2020;;;;;;;;;
VA_GUD_10_8_15;VA;GUD;10;8;15;18.02.2020;;;;;;;;;
VA_GUD_10_8_16;VA;GUD;10;8;16;18.02.2020;;;;;;;;;
VA_GUD_10_8_17;VA;GUD;10;8;17;18.02.2020;;;;;;;;;
VA_GUD_10_8_18;VA;GUD;10;8;18;18.02.2020;;;;;;;;;
VA_GUD_10_8_19;VA;GUD;10;8;19;18.02.2020;;dead?;;;;;;;
VA_GUD_10_8_20;VA;GUD;10;8;20;18.02.2020;;;;;;;;;
VA_GUD_10_9_1;VA;GUD;10;9;1;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_2;VA;GUD;10;9;2;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_3;VA;GUD;10;9;3;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_4;VA;GUD;10;9;4;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_5;VA;GUD;10;9;5;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_6;VA;GUD;10;9;6;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_7;VA;GUD;10;9;7;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_8;VA;GUD;10;9;8;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_9;VA;GUD;10;9;9;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_10;VA;GUD;10;9;10;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_11;VA;GUD;10;9;11;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_12;VA;GUD;10;9;12;18.02.2020;;"Reposition due to loose agar; Seems to be dead";;;;;;;
VA_GUD_10_9_13;VA;GUD;10;9;13;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_14;VA;GUD;10;9;14;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_15;VA;GUD;10;9;15;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_16;VA;GUD;10;9;16;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_17;VA;GUD;10;9;17;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_18;VA;GUD;10;9;18;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_19;VA;GUD;10;9;19;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_GUD_10_9_20;VA;GUD;10;9;20;18.02.2020;;Reposition due to loose agar;;;;;;;
VA_SKJ_1_1_1;VA;SKJ;1;1;1;17.02.2020;21.02.2020;;24.02.2020;20.03.2020;;;;;
VA_SKJ_1_1_2;VA;SKJ;1;1;2;17.02.2020;21.02.2020;;25.02.2020;20.03.2020;;;;;
VA_SKJ_1_1_3;VA;SKJ;1;1;3;17.02.2020;21.02.2020;;24.02.2020;23.03.2020;;;;;
VA_SKJ_1_1_4;VA;SKJ;1;1;4;17.02.2020;21.02.2020;;25.02.2020;20.03.2020;;;;;
VA_SKJ_1_1_5;VA;SKJ;1;1;5;17.02.2020;23.02.2020;;25.02.2020;20.03.2020;;;;;
VA_SKJ_1_1_6;VA;SKJ;1;1;6;17.02.2020;26.02.2020;;29.02.2020;20.03.2020;;;;;
VA_SKJ_1_1_7;VA;SKJ;1;1;7;17.02.2020;24.02.2020;;25.02.2020;20.03.2020;;;;;
VA_SKJ_1_1_8;VA;SKJ;1;1;8;17.02.2020;23.02.2020;;27.02.2020;20.03.2020;;;;;
VA_SKJ_1_1_9;VA;SKJ;1;1;9;17.02.2020;21.02.2020;;25.02.2020;;;;;;
VA_SKJ_1_1_10;VA;SKJ;1;1;10;17.02.2020;20.02.2020;;24.02.2020;20.03.2020;;;;;
VA_SKJ_1_1_11;VA;SKJ;1;1;11;17.02.2020;21.02.2020;;24.02.2020;20.03.2020;;;;;
VA_SKJ_1_1_12;VA;SKJ;1;1;12;17.02.2020;24.02.2020;;25.02.2020;20.03.2020;;;;;
VA_SKJ_1_1_13;VA;SKJ;1;1;13;17.02.2020;21.02.2020;;24.02.2020;20.03.2020;;;;;
VA_SKJ_1_1_14;VA;SKJ;1;1;14;17.02.2020;21.02.2020;;24.02.2020;23.03.2020;;;;;
VA_SKJ_1_1_15;VA;SKJ;1;1;15;17.02.2020;21.02.2020;;02.03.2020;;;;;;
VA_SKJ_1_1_16;VA;SKJ;1;1;16;17.02.2020;24.02.2020;;25.02.2020;20.03.2020;;;;;
VA_SKJ_1_1_17;VA;SKJ;1;1;17;17.02.2020;24.02.2020;;29.02.2020;30.03.2020;;;;;
VA_SKJ_1_1_18;VA;SKJ;1;1;18;17.02.2020;24.02.2020;;25.02.2020;20.03.2020;;;;;
VA_SKJ_1_1_19;VA;SKJ;1;1;19;17.02.2020;24.02.2020;;25.02.2020;20.03.2020;;;;;
VA_SKJ_1_1_20;VA;SKJ;1;1;20;17.02.2020;26.02.2020;;02.03.2020;;;;;;
VA_SKJ_1_2_1;VA;SKJ;1;2;1;17.02.2020;;;;;;;;;
VA_SKJ_1_2_2;VA;SKJ;1;2;2;17.02.2020;;;;;;;;;
VA_SKJ_1_2_3;VA;SKJ;1;2;3;17.02.2020;21.02.2020;;24.02.2020;17.03.2020;;;;;
VA_SKJ_1_2_4;VA;SKJ;1;2;4;17.02.2020;21.02.2020;;25.02.2020;17.03.2020;;;;;
VA_SKJ_1_2_5;VA;SKJ;1;2;5;17.02.2020;23.02.2020;;26.02.2020;17.03.2020;;;;;
VA_SKJ_1_2_6;VA;SKJ;1;2;6;17.02.2020;24.02.2020;;26.02.2020;17.03.2020;;;;;
VA_SKJ_1_2_7;VA;SKJ;1;2;7;17.02.2020;;;;;;;;;
VA_SKJ_1_2_8;VA;SKJ;1;2;8;17.02.2020;26.02.2020;;;;;;;;
VA_SKJ_1_2_9;VA;SKJ;1;2;9;17.02.2020;23.02.2020;;26.02.2020;17.03.2020;;;;;
VA_SKJ_1_2_10;VA;SKJ;1;2;10;17.02.2020;22.02.2020;;25.02.2020;17.03.2020;;;;;
VA_SKJ_1_2_11;VA;SKJ;1;2;11;17.02.2020;21.02.2020;;26.02.2020;17.03.2020;;;;;
VA_SKJ_1_2_12;VA;SKJ;1;2;12;17.02.2020;21.02.2020;;24.02.2020;17.03.2020;;;;;
VA_SKJ_1_2_13;VA;SKJ;1;2;13;17.02.2020;21.02.2020;;25.02.2020;17.03.2020;;;;;
VA_SKJ_1_2_14;VA;SKJ;1;2;14;17.02.2020;22.02.2020;;26.02.2020;17.03.2020;;;;;
VA_SKJ_1_2_15;VA;SKJ;1;2;15;17.02.2020;21.02.2020;;24.02.2020;17.03.2020;;;;;
VA_SKJ_1_2_16;VA;SKJ;1;2;16;17.02.2020;21.02.2020;;26.02.2020;17.03.2020;;;;;
VA_SKJ_1_2_17;VA;SKJ;1;2;17;17.02.2020;21.02.2020;;23.02.2020;17.03.2020;;;;;
VA_SKJ_1_2_18;VA;SKJ;1;2;18;17.02.2020;24.02.2020;;28.02.2020;17.03.2020;;;;;
VA_SKJ_1_2_19;VA;SKJ;1;2;19;17.02.2020;22.02.2020;DEAD? -17.03.2020;26.02.2020;;;;;;
VA_SKJ_1_2_20;VA;SKJ;1;2;20;17.02.2020;21.02.2020;;24.02.2020;17.03.2020;;;;;
VA_SKJ_1_3_1;VA;SKJ;1;3;1;17.02.2020;22.02.2020;;25.02.2020;17.03.2020;;;;;
VA_SKJ_1_3_2;VA;SKJ;1;3;2;17.02.2020;21.02.2020;;25.02.2020;17.03.2020;;;;;
VA_SKJ_1_3_3;VA;SKJ;1;3;3;17.02.2020;22.02.2020;;25.02.2020;17.03.2020;;;;;
VA_SKJ_1_3_4;VA;SKJ;1;3;4;17.02.2020;21.02.2020;;25.02.2020;23.03.2020;;;;;
VA_SKJ_1_3_5;VA;SKJ;1;3;5;17.02.2020;22.02.2020;;25.02.2020;17.03.2020;;;;;
